id,app_id,app_name,category,rating,review_text,helpful_votes,total_votes,app_size_mb,price,version,date,user_id,helpful_ratio,is_free,review_length,review_word_count,cleaned_review,sentiment_label,sentiment_score,rating_category,size_category
18,31,App_31,Health & Fitness,3,"The app is average, nothing special. Just okay.",13,12,214.7,0,1.0,2024-07-23,2612,1.0833333333333333,1,47,8,the app is average nothing special just okay,Neutral,0,Medium,Large
19,47,App_47,Education,1,This app is awful. Very worst experience.,6,18,227.1,0,1.2,2024-11-08,5092,0.3333333333333333,1,41,7,this app is awful very worst experience,Negative,2,Low,Large
20,5,App_5,Finance,5,This app is outstanding! Really amazing experience.,20,18,418.8,4.99,1.1,2025-04-08,7658,1.1111111111111112,0,51,7,this app is outstanding really amazing experience,Positive,2,High,Large
21,14,App_14,Health & Fitness,4,"Love this app, very great and excellent!",0,13,136.3,0.99,2.0,2025-02-06,7930,0.0,0,40,7,love this app very great and excellent,Positive,3,High,Medium
22,47,App_47,News,4,This app is wonderful! Really excellent experience.,9,7,484.5,0,2.1,2025-06-01,6138,1.2857142857142858,1,51,7,this app is wonderful really excellent experience,Positive,2,High,Large
23,38,App_38,Finance,1,This app is slow. Very disappointing experience.,1,17,44.7,0,2.1,2025-05-29,4853,0.058823529411764705,1,48,7,this app is slow very disappointing experience,Negative,2,Low,Small
24,37,App_37,Entertainment,4,Brilliant app with great features!,2,14,330.4,0,1.2,2025-02-19,4346,0.14285714285714285,1,34,5,brilliant app with great features,Positive,2,High,Large
25,21,App_21,Entertainment,4,This app is perfect! Really fantastic experience.,20,10,231.3,2.99,1.0,2025-06-28,8508,2.0,0,49,7,this app is perfect really fantastic experience,Positive,2,High,Large
26,37,App_37,Social,4,This app is amazing! Really outstanding experience.,16,9,70.6,0,1.0,2025-02-27,7054,1.7777777777777777,1,51,7,this app is amazing really outstanding experience,Positive,2,High,Medium
27,29,App_29,News,3,"Standard performance, normal user experience.",20,17,8.9,1.99,1.2,2024-07-28,2697,1.1764705882352942,0,45,5,standard performance normal user experience,Neutral,0,Medium,Small
28,9,App_9,Business,5,Amazing app with brilliant features!,17,5,139.8,0.99,1.2,2025-03-20,5325,3.4,0,36,5,amazing app with brilliant features,Positive,2,High,Medium
29,17,App_17,Games,4,"Love this app, very amazing and fantastic!",1,1,170.1,0,1.2,2025-04-11,8239,1.0,1,42,7,love this app very amazing and fantastic,Positive,3,High,Large
30,28,App_28,News,4,This app is great! Really amazing experience.,4,18,22.8,0,2.1,2025-04-18,8041,0.2222222222222222,1,45,7,this app is great really amazing experience,Positive,2,High,Small
31,20,App_20,Education,2,This app is terrible. Very useless experience.,7,22,55.9,0.99,2.0,2024-08-19,3532,0.3181818181818182,0,46,7,this app is terrible very useless experience,Negative,2,Low,Medium
32,16,App_16,Productivity,5,This app is excellent! Really fantastic experience.,5,24,462.6,0.99,2.0,2024-07-25,5065,0.20833333333333334,0,51,7,this app is excellent really fantastic experience,Positive,2,High,Large
33,45,App_45,Social,3,"Pretty fine app, okay overall.",7,7,409.2,0,1.2,2025-03-08,4652,1.0,1,30,5,pretty fine app okay overall,Neutral,0,Medium,Large
34,13,App_13,Health & Fitness,1,This app is useless. Very horrible experience.,8,12,322.5,0,2.1,2025-01-14,1452,0.6666666666666666,1,46,7,this app is useless very horrible experience,Negative,2,Low,Large
35,17,App_17,Productivity,2,This app is disappointing. Very horrible experience.,3,20,220.1,0.99,1.2,2024-11-21,9379,0.15,0,52,7,this app is disappointing very horrible experience,Negative,2,Low,Large
36,37,App_37,Entertainment,2,Horrible app with terrible problems!,13,1,262.4,1.99,1.1,2024-12-28,8066,13.0,0,36,5,horrible app with terrible problems,Negative,2,Low,Large
37,43,App_43,Education,1,Disappointing app with useless problems!,3,24,450.5,0,2.0,2025-01-16,7592,0.125,1,40,5,disappointing app with useless problems,Negative,2,Low,Large
38,36,App_36,Productivity,4,Love app with fantastic features!,12,22,375.3,0,2.1,2025-01-29,7653,0.5454545454545454,1,33,5,love app with fantastic features,Positive,2,High,Large
39,1,App_1,Business,4,"Love this app, very perfect and love!",18,20,329.1,0,2.0,2024-07-22,4501,0.9,1,37,7,love this app very perfect and love,Positive,3,High,Large
40,48,App_48,Productivity,4,Amazing app with perfect features!,20,20,170.9,1.99,1.1,2024-07-23,6085,1.0,0,34,5,amazing app with perfect features,Positive,2,High,Large
41,13,App_13,Productivity,3,"The app is okay, nothing special. Just standard.",15,20,425.6,0,2.0,2024-08-14,4185,0.75,1,48,8,the app is okay nothing special just standard,Neutral,0,Medium,Large
42,25,App_25,Finance,4,This app is fantastic! Really love experience.,20,23,7.7,0.99,1.0,2024-11-27,4585,0.8695652173913043,0,46,7,this app is fantastic really love experience,Positive,2,High,Small
43,45,App_45,News,2,Crash app with terrible problems!,7,30,424.9,0,2.0,2024-07-26,9702,0.23333333333333334,1,33,5,crash app with terrible problems,Negative,2,Low,Large
44,39,App_39,Education,5,"Love this app, very wonderful and outstanding!",17,15,449.1,0.99,2.0,2024-11-14,5246,1.1333333333333333,0,46,7,love this app very wonderful and outstanding,Positive,3,High,Large
45,41,App_41,Business,5,Outstanding app with wonderful features!,7,9,222.7,0.99,1.1,2025-02-13,6502,0.7777777777777778,0,40,5,outstanding app with wonderful features,Positive,2,High,Large
46,35,App_35,Social,3,"The app is average, nothing special. Just standard.",12,23,80.6,0,2.0,2024-12-06,6421,0.5217391304347826,1,51,8,the app is average nothing special just standard,Neutral,0,Medium,Medium
47,27,App_27,Games,4,"Love this app, very love and fantastic!",18,23,14.7,1.99,2.1,2024-12-20,8814,0.782608695652174,0,39,7,love this app very love and fantastic,Positive,3,High,Small
48,23,App_23,Business,1,Bug app with disappointing problems!,17,26,303.6,0,1.1,2025-02-13,8140,0.6538461538461539,1,36,5,bug app with disappointing problems,Negative,2,Low,Large
49,25,App_25,Education,4,"Love this app, very fantastic and excellent!",4,20,269.4,2.99,2.1,2024-09-17,1444,0.2,0,44,7,love this app very fantastic and excellent,Positive,3,High,Large
50,28,App_28,Productivity,2,This app is crash. Very hate experience.,8,13,167.0,0,1.2,2024-12-20,5558,0.6153846153846154,1,40,7,this app is crash very hate experience,Negative,2,Low,Large
51,27,App_27,Business,5,This app is amazing! Really wonderful experience.,17,2,500.0,0,1.0,2024-08-03,1659,8.5,1,49,7,this app is amazing really wonderful experience,Positive,2,High,Large
52,16,App_16,Entertainment,5,This app is great! Really excellent experience.,4,16,336.4,0,1.1,2024-11-06,5198,0.25,1,47,7,this app is great really excellent experience,Positive,2,High,Large
53,11,App_11,Travel,5,This app is brilliant! Really amazing experience.,9,4,291.4,2.99,2.1,2024-07-21,7149,2.25,0,49,7,this app is brilliant really amazing experience,Positive,2,High,Large
54,46,App_46,Entertainment,3,"Okay performance, decent user experience.",20,8,55.4,0.99,2.1,2025-05-02,1672,2.5,0,41,5,okay performance decent user experience,Neutral,0,Medium,Medium
55,28,App_28,Education,3,"Okay performance, decent user experience.",10,1,425.5,1.99,1.0,2024-11-23,6934,10.0,0,41,5,okay performance decent user experience,Neutral,0,Medium,Large
56,30,App_30,Productivity,4,Fantastic app with excellent features!,16,21,138.7,1.99,2.1,2024-10-28,8616,0.7619047619047619,0,38,5,fantastic app with excellent features,Positive,2,High,Medium
57,47,App_47,Travel,4,This app is perfect! Really awesome experience.,2,9,441.4,0,2.0,2024-09-14,7209,0.2222222222222222,1,47,7,this app is perfect really awesome experience,Positive,2,High,Large
58,32,App_32,Education,3,"The app is average, nothing special. Just fine.",11,26,132.9,0,2.1,2024-07-08,5526,0.4230769230769231,1,47,8,the app is average nothing special just fine,Neutral,0,Medium,Medium
59,34,App_34,Entertainment,4,Amazing app with love features!,13,16,279.8,0,2.0,2024-08-06,9041,0.8125,1,31,5,amazing app with love features,Positive,2,High,Large
60,2,App_2,Social,4,"Love this app, very perfect and love!",7,10,333.7,0,2.1,2024-10-04,6632,0.7,1,37,7,love this app very perfect and love,Positive,3,High,Large
61,48,App_48,News,4,Awesome app with brilliant features!,14,9,156.8,0,1.1,2025-01-22,2958,1.5555555555555556,1,36,5,awesome app with brilliant features,Positive,2,High,Large
62,49,App_49,Productivity,4,Love app with brilliant features!,15,9,363.7,4.99,2.1,2024-08-31,5636,1.6666666666666667,0,33,5,love app with brilliant features,Positive,2,High,Large
63,13,App_13,Business,5,This app is love! Really awesome experience.,9,1,355.5,0,1.0,2025-06-05,5786,9.0,1,44,7,this app is love really awesome experience,Positive,2,High,Large
64,9,App_9,Finance,4,Amazing app with great features!,9,16,242.0,0,1.0,2025-02-23,8827,0.5625,1,32,5,amazing app with great features,Positive,2,High,Large
65,5,App_5,Health & Fitness,2,Crash app with awful problems!,20,22,31.5,0,2.1,2025-01-28,2395,0.9090909090909091,1,30,5,crash app with awful problems,Negative,2,Low,Small
66,8,App_8,News,5,Fantastic app with love features!,12,15,454.7,0,2.1,2024-11-25,6003,0.8,1,33,5,fantastic app with love features,Positive,2,High,Large
67,4,App_4,Travel,4,Amazing app with love features!,6,9,331.9,0,1.1,2024-09-23,2229,0.6666666666666666,1,31,5,amazing app with love features,Positive,2,High,Large
68,27,App_27,Finance,2,"Hate this app, full of disappointing and crash issues.",1,8,147.6,0,2.0,2025-05-27,4824,0.125,1,54,9,hate this app full of disappointing and crash issues,Negative,3,Low,Medium
69,41,App_41,Travel,5,This app is love! Really fantastic experience.,17,8,325.6,2.99,1.1,2025-05-27,1977,2.125,0,46,7,this app is love really fantastic experience,Positive,2,High,Large
70,20,App_20,Travel,2,"Hate this app, full of disappointing and horrible issues.",3,15,345.9,0.99,1.2,2024-10-19,9847,0.2,0,57,9,hate this app full of disappointing and horrible issues,Negative,3,Low,Large
71,6,App_6,Travel,4,Great app with fantastic features!,10,20,128.9,0,2.1,2024-09-05,1339,0.5,1,34,5,great app with fantastic features,Positive,2,High,Medium
72,44,App_44,Business,5,This app is brilliant! Really great experience.,15,17,327.5,2.99,1.1,2024-09-06,8141,0.8823529411764706,0,47,7,this app is brilliant really great experience,Positive,2,High,Large
73,32,App_32,Social,4,"Love this app, very wonderful and awesome!",10,11,336.7,1.99,1.2,2024-12-04,9117,0.9090909090909091,0,42,7,love this app very wonderful and awesome,Positive,3,High,Large
74,26,App_26,News,3,"The app is okay, nothing special. Just fine.",10,9,165.0,4.99,2.0,2024-10-12,1018,1.1111111111111112,0,44,8,the app is okay nothing special just fine,Neutral,0,Medium,Large
75,35,App_35,Finance,4,This app is fantastic! Really great experience.,16,12,313.2,0,2.0,2025-06-06,4335,1.3333333333333333,1,47,7,this app is fantastic really great experience,Positive,2,High,Large
76,9,App_9,Business,3,"The app is fine, nothing special. Just standard.",0,21,306.4,0,1.1,2025-01-24,1224,0.0,1,48,8,the app is fine nothing special just standard,Neutral,0,Medium,Large
77,6,App_6,Entertainment,4,This app is amazing! Really wonderful experience.,20,27,81.2,2.99,1.2,2024-10-15,5479,0.7407407407407407,0,49,7,this app is amazing really wonderful experience,Positive,2,High,Medium
78,31,App_31,Finance,4,Love app with wonderful features!,4,13,99.4,0,1.1,2025-05-28,5526,0.3076923076923077,1,33,5,love app with wonderful features,Positive,2,High,Medium
79,27,App_27,Education,5,This app is outstanding! Really perfect experience.,9,24,152.8,0,2.0,2025-04-17,8316,0.375,1,51,7,this app is outstanding really perfect experience,Positive,2,High,Large
80,23,App_23,Education,4,"Love this app, very outstanding and brilliant!",14,30,164.3,0,1.1,2024-09-13,7274,0.4666666666666667,1,46,7,love this app very outstanding and brilliant,Positive,3,High,Large
81,50,App_50,Health & Fitness,3,"Okay performance, normal user experience.",15,23,457.1,0,1.1,2024-10-22,1606,0.6521739130434783,1,41,5,okay performance normal user experience,Neutral,0,Medium,Large
82,38,App_38,Education,2,This app is awful. Very crash experience.,16,30,231.2,0.99,2.0,2024-08-01,3529,0.5333333333333333,0,41,7,this app is awful very crash experience,Negative,2,Low,Large
83,17,App_17,Education,1,Disappointing app with bug problems!,2,28,167.6,0.99,2.1,2024-12-20,6188,0.07142857142857142,0,36,5,disappointing app with bug problems,Negative,2,Low,Large
84,49,App_49,Finance,4,Outstanding app with great features!,2,8,317.4,2.99,1.1,2025-05-17,8110,0.25,0,36,5,outstanding app with great features,Positive,2,High,Large
85,49,App_49,Social,5,Wonderful app with excellent features!,9,29,19.3,0,1.0,2025-02-02,6873,0.3103448275862069,1,38,5,wonderful app with excellent features,Positive,2,High,Small
86,10,App_10,Entertainment,3,"Decent performance, fine user experience.",5,6,91.7,0.99,2.0,2024-08-19,4945,0.8333333333333334,0,41,5,decent performance fine user experience,Neutral,0,Medium,Medium
87,38,App_38,Productivity,4,Love app with wonderful features!,8,15,131.4,0,2.0,2025-02-05,9955,0.5333333333333333,1,33,5,love app with wonderful features,Positive,2,High,Medium
88,29,App_29,Education,2,Disappointing app with horrible problems!,13,23,128.8,1.99,1.1,2024-12-18,8916,0.5652173913043478,0,41,5,disappointing app with horrible problems,Negative,2,Low,Medium
89,25,App_25,Travel,2,Useless app with horrible problems!,9,1,489.1,0.99,1.2,2025-06-28,1803,9.0,0,35,5,useless app with horrible problems,Negative,2,Low,Large
90,48,App_48,Finance,5,Perfect app with love features!,11,8,320.1,0.99,1.1,2024-08-15,2591,1.375,0,31,5,perfect app with love features,Positive,2,High,Large
91,42,App_42,Games,5,This app is perfect! Really wonderful experience.,18,12,367.5,0,1.2,2025-01-16,7807,1.5,1,49,7,this app is perfect really wonderful experience,Positive,2,High,Large
92,9,App_9,News,2,Useless app with slow problems!,8,27,86.4,2.99,2.0,2025-02-01,6549,0.2962962962962963,0,31,5,useless app with slow problems,Negative,2,Low,Medium
93,30,App_30,Social,5,Excellent app with love features!,12,28,403.3,0,2.0,2025-06-25,5332,0.42857142857142855,1,33,5,excellent app with love features,Positive,2,High,Large
94,30,App_30,Education,4,Perfect app with fantastic features!,11,4,339.0,0,2.1,2024-09-18,6374,2.75,1,36,5,perfect app with fantastic features,Positive,2,High,Large
95,15,App_15,Social,5,Wonderful app with perfect features!,13,4,74.2,2.99,1.2,2024-10-23,2902,3.25,0,36,5,wonderful app with perfect features,Positive,2,High,Medium
96,35,App_35,Productivity,2,"Hate this app, full of bug and crash issues.",17,14,295.7,0.99,2.0,2024-08-01,2622,1.2142857142857142,0,44,9,hate this app full of bug and crash issues,Negative,3,Low,Large
97,40,App_40,Health & Fitness,5,Perfect app with great features!,11,7,224.5,4.99,1.2,2025-05-13,7018,1.5714285714285714,0,32,5,perfect app with great features,Positive,2,High,Large
98,42,App_42,Education,4,"Love this app, very great and fantastic!",6,4,474.8,1.99,1.0,2024-07-28,4475,1.5,0,40,7,love this app very great and fantastic,Positive,3,High,Large
99,39,App_39,Games,4,This app is great! Really awesome experience.,4,26,284.5,0,2.1,2025-03-18,4538,0.15384615384615385,1,45,7,this app is great really awesome experience,Positive,2,High,Large
100,15,App_15,Education,5,"Love this app, very excellent and great!",4,5,272.4,0.99,1.0,2024-07-29,1422,0.8,0,40,7,love this app very excellent and great,Positive,3,High,Large
101,23,App_23,Entertainment,2,This app is disappointing. Very useless experience.,5,9,30.9,0.99,2.1,2025-05-05,2041,0.5555555555555556,0,51,7,this app is disappointing very useless experience,Negative,2,Low,Small
102,50,App_50,Education,4,"Love this app, very outstanding and amazing!",16,8,473.0,0,2.1,2025-01-29,8504,2.0,1,44,7,love this app very outstanding and amazing,Positive,3,High,Large
103,2,App_2,Games,4,"Love this app, very wonderful and fantastic!",3,16,357.6,0,1.0,2025-01-19,3430,0.1875,1,44,7,love this app very wonderful and fantastic,Positive,3,High,Large
104,18,App_18,Travel,1,Disappointing app with slow problems!,10,13,497.3,0,2.0,2024-10-17,8048,0.7692307692307693,1,37,5,disappointing app with slow problems,Negative,2,Low,Large
105,45,App_45,Social,2,"Hate this app, full of slow and worst issues.",14,29,118.1,0,2.0,2024-12-10,7815,0.4827586206896552,1,45,9,hate this app full of slow and worst issues,Negative,3,Low,Medium
106,21,App_21,Health & Fitness,4,"Love this app, very awesome and perfect!",4,22,461.9,0,1.0,2025-05-16,8075,0.18181818181818182,1,40,7,love this app very awesome and perfect,Positive,3,High,Large
107,48,App_48,Education,2,This app is hate. Very slow experience.,18,18,283.0,0.99,2.0,2025-01-02,7929,1.0,0,39,7,this app is hate very slow experience,Negative,2,Low,Large
108,47,App_47,Games,5,"Love this app, very perfect and brilliant!",3,19,256.2,0,2.0,2025-03-10,2773,0.15789473684210525,1,42,7,love this app very perfect and brilliant,Positive,3,High,Large
109,36,App_36,Education,3,"Okay performance, normal user experience.",7,26,217.4,0,2.1,2024-08-22,1430,0.2692307692307692,1,41,5,okay performance normal user experience,Neutral,0,Medium,Large
110,43,App_43,Business,4,"Love this app, very great and excellent!",9,30,173.2,0,1.1,2024-09-16,7566,0.3,1,40,7,love this app very great and excellent,Positive,3,High,Large
111,48,App_48,Games,1,This app is awful. Very slow experience.,12,14,229.6,0,1.2,2025-01-17,2391,0.8571428571428571,1,40,7,this app is awful very slow experience,Negative,2,Low,Large
112,10,App_10,Productivity,5,Brilliant app with great features!,2,9,224.3,0,2.1,2024-11-18,7785,0.2222222222222222,1,34,5,brilliant app with great features,Positive,2,High,Large
113,49,App_49,News,3,"Pretty okay app, normal overall.",3,10,340.7,0,2.1,2024-07-26,6053,0.3,1,32,5,pretty okay app normal overall,Neutral,0,Medium,Large
114,26,App_26,Travel,1,This app is terrible. Very disappointing experience.,9,7,384.8,0.99,1.2,2025-01-16,2965,1.2857142857142858,0,52,7,this app is terrible very disappointing experience,Negative,2,Low,Large
115,48,App_48,Health & Fitness,1,"Hate this app, full of hate and disappointing issues.",17,23,118.9,0,1.2,2025-05-27,7505,0.7391304347826086,1,53,9,hate this app full of hate and disappointing issues,Negative,3,Low,Medium
116,3,App_3,Health & Fitness,5,This app is great! Really wonderful experience.,10,19,217.5,0,2.0,2025-02-04,2887,0.5263157894736842,1,47,7,this app is great really wonderful experience,Positive,2,High,Large
117,21,App_21,Productivity,4,Brilliant app with wonderful features!,11,3,221.2,0,2.0,2024-09-04,7560,3.6666666666666665,1,38,5,brilliant app with wonderful features,Positive,2,High,Large
118,26,App_26,Business,4,"Love this app, very awesome and love!",5,3,257.7,0,2.1,2025-03-25,6724,1.6666666666666667,1,37,7,love this app very awesome and love,Positive,3,High,Large
119,42,App_42,Productivity,3,"The app is average, nothing special. Just okay.",8,7,90.9,0,1.0,2025-04-03,9095,1.1428571428571428,1,47,8,the app is average nothing special just okay,Neutral,0,Medium,Medium
120,37,App_37,Travel,4,Wonderful app with awesome features!,10,5,222.7,0,1.2,2025-02-12,1920,2.0,1,36,5,wonderful app with awesome features,Positive,2,High,Large
121,5,App_5,Business,3,"The app is fine, nothing special. Just standard.",1,12,416.7,0,1.0,2024-08-22,9307,0.08333333333333333,1,48,8,the app is fine nothing special just standard,Neutral,0,Medium,Large
122,38,App_38,News,3,"Pretty standard app, okay overall.",18,21,98.2,0.99,2.1,2025-04-16,2013,0.8571428571428571,0,34,5,pretty standard app okay overall,Neutral,0,Medium,Medium
123,22,App_22,Social,4,This app is outstanding! Really excellent experience.,7,23,221.7,0,2.1,2024-08-24,3600,0.30434782608695654,1,53,7,this app is outstanding really excellent experience,Positive,2,High,Large
124,19,App_19,Health & Fitness,3,"Fine performance, normal user experience.",19,2,395.7,0.99,1.0,2025-01-15,2548,9.5,0,41,5,fine performance normal user experience,Neutral,0,Medium,Large
125,25,App_25,Business,4,"Love this app, very perfect and excellent!",2,19,333.5,2.99,1.2,2024-08-01,7421,0.10526315789473684,0,42,7,love this app very perfect and excellent,Positive,3,High,Large
126,46,App_46,Social,2,"Hate this app, full of horrible and slow issues.",20,26,167.6,0,2.1,2025-05-16,7937,0.7692307692307693,1,48,9,hate this app full of horrible and slow issues,Negative,3,Low,Large
127,2,App_2,Education,4,This app is perfect! Really excellent experience.,10,25,245.7,0,1.1,2025-04-14,2264,0.4,1,49,7,this app is perfect really excellent experience,Positive,2,High,Large
128,7,App_7,News,3,"The app is decent, nothing special. Just standard.",10,29,384.3,0,2.0,2025-04-15,3658,0.3448275862068966,1,50,8,the app is decent nothing special just standard,Neutral,0,Medium,Large
129,45,App_45,Travel,2,This app is hate. Very crash experience.,13,12,339.8,0,2.0,2024-08-24,5668,1.0833333333333333,1,40,7,this app is hate very crash experience,Negative,2,Low,Large
130,29,App_29,Entertainment,5,"Love this app, very outstanding and love!",15,29,418.4,0,2.1,2024-11-19,8564,0.5172413793103449,1,41,7,love this app very outstanding and love,Positive,3,High,Large
131,50,App_50,Health & Fitness,5,"Love this app, very outstanding and brilliant!",5,27,103.9,0.99,1.2,2025-06-06,8873,0.18518518518518517,0,46,7,love this app very outstanding and brilliant,Positive,3,High,Medium
132,36,App_36,Social,5,"Love this app, very outstanding and amazing!",2,25,84.4,0,2.1,2025-04-18,8167,0.08,1,44,7,love this app very outstanding and amazing,Positive,3,High,Medium
133,15,App_15,Finance,2,"Hate this app, full of useless and terrible issues.",1,13,253.5,0,1.0,2024-12-23,4678,0.07692307692307693,1,51,9,hate this app full of useless and terrible issues,Negative,3,Low,Large
134,7,App_7,Education,1,This app is hate. Very disappointing experience.,9,30,415.7,0.99,1.1,2024-07-06,8685,0.3,0,48,7,this app is hate very disappointing experience,Negative,2,Low,Large
135,1,App_1,Social,4,This app is great! Really perfect experience.,4,18,470.4,0.99,2.0,2025-05-07,5720,0.2222222222222222,0,45,7,this app is great really perfect experience,Positive,2,High,Large
136,8,App_8,Games,3,"Average performance, fine user experience.",19,15,36.1,1.99,2.0,2024-08-31,9782,1.2666666666666666,0,42,5,average performance fine user experience,Neutral,0,Medium,Small
137,33,App_33,Travel,1,"Hate this app, full of worst and hate issues.",13,1,309.3,0,2.0,2025-03-29,2402,13.0,1,45,9,hate this app full of worst and hate issues,Negative,3,Low,Large
138,24,App_24,Social,4,Outstanding app with brilliant features!,16,18,15.1,1.99,1.0,2024-08-11,7338,0.8888888888888888,0,40,5,outstanding app with brilliant features,Positive,2,High,Small
139,17,App_17,Games,5,"Love this app, very awesome and amazing!",7,24,330.3,0,2.1,2025-01-13,3185,0.2916666666666667,1,40,7,love this app very awesome and amazing,Positive,3,High,Large
140,35,App_35,Education,1,Hate app with crash problems!,15,21,95.2,0,2.0,2025-06-14,5807,0.7142857142857143,1,29,5,hate app with crash problems,Negative,2,Low,Medium
141,13,App_13,Games,3,"Normal performance, standard user experience.",12,27,273.8,0,1.1,2025-02-06,6848,0.4444444444444444,1,45,5,normal performance standard user experience,Neutral,0,Medium,Large
142,4,App_4,Education,5,"Love this app, very perfect and amazing!",13,29,203.0,0,2.0,2025-01-10,4060,0.4482758620689655,1,40,7,love this app very perfect and amazing,Positive,3,High,Large
143,32,App_32,Education,4,This app is outstanding! Really perfect experience.,13,3,218.2,4.99,1.1,2024-09-26,5813,4.333333333333333,0,51,7,this app is outstanding really perfect experience,Positive,2,High,Large
144,6,App_6,Education,3,"Pretty standard app, normal overall.",14,20,360.2,0,2.0,2025-01-04,8325,0.7,1,36,5,pretty standard app normal overall,Neutral,0,Medium,Large
145,23,App_23,Travel,1,Bug app with horrible problems!,1,3,337.2,0,2.1,2024-07-20,3621,0.3333333333333333,1,31,5,bug app with horrible problems,Negative,2,Low,Large
146,10,App_10,Travel,5,This app is wonderful! Really great experience.,2,8,390.4,0,2.0,2024-09-15,1530,0.25,1,47,7,this app is wonderful really great experience,Positive,2,High,Large
147,44,App_44,Finance,4,"Love this app, very awesome and brilliant!",2,19,73.2,0,1.2,2024-08-04,5566,0.10526315789473684,1,42,7,love this app very awesome and brilliant,Positive,3,High,Medium
148,8,App_8,Games,3,"Pretty standard app, average overall.",16,13,457.2,0,1.2,2024-07-07,8311,1.2307692307692308,1,37,5,pretty standard app average overall,Neutral,0,Medium,Large
149,40,App_40,Business,3,"The app is standard, nothing special. Just fine.",3,5,427.1,0,2.0,2025-05-19,6236,0.6,1,48,8,the app is standard nothing special just fine,Neutral,0,Medium,Large
150,46,App_46,Social,4,"Love this app, very outstanding and brilliant!",9,28,83.0,0.99,1.1,2024-12-29,9335,0.32142857142857145,0,46,7,love this app very outstanding and brilliant,Positive,3,High,Medium
151,13,App_13,Productivity,3,"The app is average, nothing special. Just fine.",11,18,288.3,0,2.1,2025-04-27,2412,0.6111111111111112,1,47,8,the app is average nothing special just fine,Neutral,0,Medium,Large
152,26,App_26,Finance,1,"Hate this app, full of slow and bug issues.",18,3,67.0,0,1.0,2024-11-14,8632,6.0,1,43,9,hate this app full of slow and bug issues,Negative,3,Low,Medium
